講義名,開講期間,曜日・時限,講義室,URL
構造力学Ⅲ　火２・木２の週２回授業,第2,火2,工-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76180_ja_JP.html
英語Ⅰ(General English Skills 1b)　GES 教養F01　第2ターム,第2,火2,全学講義棟 2-502,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11158_ja_JP.html
英語Ⅰ(General English Skills 1b)　GES 教養F02　第2ターム,第2,火2,全学講義棟 2-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11159_ja_JP.html
英語Ⅰ(General English Skills 1b)　GES 教養F03　第2ターム,第2,火2,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11160_ja_JP.html
英語Ⅰ(General English Skills 1b)　GES 教養F04　第2ターム,第2,火2,全学講義棟 2-302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11161_ja_JP.html
英語Ⅰ(General English Skills 1b)　GES 経済F01　第2ターム,第2,火2,全学講義棟 2-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11162_ja_JP.html
英語Ⅰ(General English Skills 1b)　GES 経済F02+再履生　第2ターム,第2,火2,全学講義棟 2-402,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11163_ja_JP.html
英語Ⅱ(Academic English Skills 2b)　AES 再履生（2015～2022年度入学者）のみ　第2ターム,第2,火2,全学講義棟 2-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12196_ja_JP.html
AL1（生命科学を考える）　第２ターム 火２,第2,火2,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ640021_ja_JP.html
英語Ⅰ(Academic Communication Skills 1b)　ACS 第2ターム　火２・木２,第2,火2,全学講義棟 2-102,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11554_ja_JP.html
英語Ⅱ(Academic Essay Writing 2b)　AEW 第2ターム　火２・木２,第2,火2,全学講義棟 2-103,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12651_ja_JP.html
日本語Ⅱa(文章作成),第2,火2,全学講義棟 3-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX28214_ja_JP.html
論理学概説　第２ターム 火２・木２,第2,火2,全学講義棟 1-206,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ100211_ja_JP.html
言語学概説　第２ターム 火２・木２,第2,火2,全学講義棟 1-207,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ105011_ja_JP.html
開発協力概論　第２ターム 火２・木２,第2,火2,全学講義棟 1-205,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ201011_ja_JP.html
統計学入門　第２ターム 火２・木２,第2,火2,全学講義棟 1-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ208112_ja_JP.html
英語Ⅰ(English for Specific Purposes 1b)　ESP 第2ターム　火２・金２,第2,火2,全学講義棟 2-501,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11454_ja_JP.html
日本語C(聴解・会話) b,第2,火2,教養学部-36,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200203_ja_JP.html
日本語E(聴解・会話) b,第2,火2,全学講義棟 3-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200209_ja_JP.html
日本語B(総合) b,第2,火2,全学講義棟 1-204,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200202_ja_JP.html
日本語A(総合) b,第2,火2,全学講義棟 3-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200201_ja_JP.html
核物理学特論Ⅵ,第2,火2,理-9番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240201/240201_MM21180_ja_JP.html
認知工学特論,第2,火2,工-54,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240401/240401_MM40290_ja_JP.html
構造力学Ⅲ,第2,火2,工-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240501/240501_MM50290_ja_JP.html
Japanese Language-B(Summer Program),第2,火2,全学講義棟 1-204,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/S3/S3_SL0003_ja_JP.html
Japanese Language-A(Summer Program),第2,火2,全学講義棟 3-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/S3/S3_SL0005_ja_JP.html
アメリカの文化と社会演習Ⅰ,第2,火3,教育機構棟4階日本アジアセミナー室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F46141_ja_JP.html
幼児と環境　第2ターム、副2年以上(23年入学者～),第2,火3,教育Ａ２１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y38330_ja_JP.html
ICT活用の理論と実践　第2ターム、初回授業は金1、小（音・図・体）・中（音・美・体）,第2,火3,"全学講義棟 1-301, 情報メディア端末室(1), 情報メディア端末室(2)",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y44063_ja_JP.html
ミクロ経済学　第２ターム,第2,火3,経-A504,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A02100_ja_JP.html
マーケティング論　第２ターム,第2,火3,全学講義棟 1-304,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A03102_ja_JP.html
民法総則　第２ターム,第2,火3,経-B201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A05101_ja_JP.html
物理学実験Ⅱa,第2,火3,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12414-2_ja_JP.html
物理学実験Ⅱb,第2,火3,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12414-4_ja_JP.html
英語Ⅰ(General English Skills 1b)　GES 工F01　第2ターム,第2,火3,全学講義棟 2-502,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11164_ja_JP.html
英語Ⅰ(General English Skills 1b)　GES 工F02　第2ターム,第2,火3,全学講義棟 2-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11165_ja_JP.html
英語Ⅰ(General English Skills 1b)　GES 工F03　第2ターム,第2,火3,全学講義棟 2-501,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11166_ja_JP.html
英語Ⅰ(General English Skills 1b)　GES 工F04　第2ターム,第2,火3,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11167_ja_JP.html
英語Ⅰ(General English Skills 1b)　GES 工F05　第2ターム,第2,火3,全学講義棟 2-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11168_ja_JP.html
英語Ⅰ(General English Skills 1b)　GES 工F06　第2ターム,第2,火3,全学講義棟 2-402,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11169_ja_JP.html
英語Ⅰ(General English Skills 1b)　GES 工F07+再履生　第2ターム,第2,火3,全学講義棟 2-102,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11170_ja_JP.html
AL1（都市地理学の視角）　第２ターム 火３,第2,火3,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ610091_ja_JP.html
英語Ⅰ(English for Specific Purposes 1b)　ESP 第2ターム　火３・木３,第2,火3,全学講義棟 2-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11455_ja_JP.html
アメリカの文化と社会演習Ⅲ,第2,火4,教育機構棟4階日本アジアセミナー室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F46143_ja_JP.html
都市論　第２ターム,第2,火4,全学講義棟 1-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A03111_ja_JP.html
政治史　第２ターム,第2,火4,全学講義棟 1-207,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A05115_ja_JP.html
演習Ⅱ　第２ターム,第2,火4,経-A301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07202_ja_JP.html
演習Ⅱ　第２ターム,第2,火4,経-B303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07217_ja_JP.html
演習Ⅱ　第２ターム,第2,火4,経-A302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07221_ja_JP.html
演習Ⅱ　第２ターム,第2,火4,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07222_ja_JP.html
演習Ⅱ　第２ターム,第2,火4,経-A401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07226_ja_JP.html
演習Ⅴ　第２ターム,第2,火4,経-A301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07502_ja_JP.html
演習Ⅴ　第２ターム,第2,火4,経-B303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07517_ja_JP.html
演習Ⅴ　第２ターム,第2,火4,経-A302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07521_ja_JP.html
演習Ⅴ　第２ターム,第2,火4,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07522_ja_JP.html
物理学実験Ⅱa,第2,火4,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12414-2_ja_JP.html
物理学実験Ⅱb,第2,火4,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12414-4_ja_JP.html
英語Ⅰ(Basic English 1b)　BE 第2ターム　火４+Eラーニング,第2,火4,全学講義棟 2-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11751_ja_JP.html
英語Ⅰ(Academic Essay Writing 1b)　AEW 第2ターム　火４・木４,第2,火4,全学講義棟 2-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11654_ja_JP.html
Japanese Enterprises in Asia,第2,火4,経-A304,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE225220_ja_JP.html
マンマシンインターフェイス特論,第2,火4,工-11,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240401/240401_MM40110_ja_JP.html
地震動特論(JE),第2,火4,工-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240501/240501_MM50210_ja_JP.html
Doing business in Japan and Asia,第2,火4,経-A304,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/S3/S3_SA0007_ja_JP.html
アメリカ研究演習Ⅲ,第2,火5,教育機構棟4階日本アジアセミナー室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F46133_ja_JP.html
幼児と造形表現　第2ターム、副2年以上(23年入学者～),第2,火5,教育Ａ１１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y38360_ja_JP.html
都市論　第２ターム,第2,火5,全学講義棟 1-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A03111_ja_JP.html
政治史　第２ターム,第2,火5,全学講義棟 1-207,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A05115_ja_JP.html
演習Ⅱ　第２ターム,第2,火5,経-A301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07202_ja_JP.html
演習Ⅱ　第２ターム,第2,火5,経-B303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07217_ja_JP.html
演習Ⅱ　第２ターム,第2,火5,経-A302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07221_ja_JP.html
演習Ⅱ　第２ターム,第2,火5,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07222_ja_JP.html
演習Ⅱ　第２ターム,第2,火5,経-A401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07226_ja_JP.html
演習Ⅴ　第２ターム,第2,火5,経-A301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07502_ja_JP.html
演習Ⅴ　第２ターム,第2,火5,経-B303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07517_ja_JP.html
演習Ⅴ　第２ターム,第2,火5,経-A302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07521_ja_JP.html
演習Ⅴ　第２ターム,第2,火5,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07522_ja_JP.html
ＳＤＧｓの基礎知識　第２ターム 火５,第2,火5,全学講義棟 1-206,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ500201_ja_JP.html
Japanese Enterprises in Asia,第2,火5,経-A304,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE225220_ja_JP.html
Doing business in Japan and Asia,第2,火5,経-A304,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/S3/S3_SA0007_ja_JP.html
初等国語科概説　第2ターム、小心・特・乳・副2年以上,第2,水1,教育Ａ１１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y10011_ja_JP.html
初等体育科概説　第2ターム、小（教・国・英）・乳・副2年以上,第2,水1,"教育Ｃ１講義室, 第１体育館",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y22011_ja_JP.html
経済学史　第２ターム,第2,水1,経-B201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A02117_ja_JP.html
建設プロジェクト　月１・水１の週２回授業,第2,水1,工-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76340_ja_JP.html
英語Ⅱ(Academic English Skills 2b)　AES 教育S07　第2ターム,第2,水1,全学講義棟 2-501,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12171_ja_JP.html
英語Ⅱ(Academic English Skills 2b)　AES 教育S08　第2ターム,第2,水1,全学講義棟 2-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12172_ja_JP.html
英語Ⅱ(Academic English Skills 2b)　AES 教育S09　第2ターム,第2,水1,全学講義棟 2-502,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12173_ja_JP.html
英語Ⅱ(Academic English Skills 2b)　AES 教育S10　第2ターム,第2,水1,全学講義棟 2-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12174_ja_JP.html
英語Ⅱ(Academic English Skills 2b)　AES 教育S11　第2ターム,第2,水1,全学講義棟 2-402,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12175_ja_JP.html
英語Ⅱ(Academic English Skills 2b)　AES 教育S12+再履生　第2ターム,第2,水1,全学講義棟 2-302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12176_ja_JP.html
英語Ⅰ(English for Specific Purposes 1b)　ESP 第2ターム　月１・水１,第2,水1,全学講義棟 2-103,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11451_ja_JP.html
英語Ⅰ(Academic Communication Skills 1b)　ACS 第2ターム　月１・水１,第2,水1,ERC（英語なんでも相談室）,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11551_ja_JP.html
日本語Ⅰa(読解),第2,水1,教養学部-37,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX28113_ja_JP.html
芸術概説　第２ターム 月１・水１,第2,水1,教育コモ棟音楽第１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ102112_ja_JP.html
AL2（「多様な性」と出会う）　第２ターム 月１・水１,第2,水1,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ600021_ja_JP.html
日本語D(文法) b,第2,水1,全学講義棟 3-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200208_ja_JP.html
日本語C(聴解・会話) b,第2,水1,教養学部-36,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200203_ja_JP.html
日本語B(総合) b,第2,水1,全学講義棟 1-204,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200202_ja_JP.html
日本語A(総合) b,第2,水1,全学講義棟 3-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200201_ja_JP.html
Global Business Strategy,第2,水1,リアルタイム,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE224460_ja_JP.html
Japanese Language-D(Summer Program),第2,水1,"全学講義棟 2-103, 全学講義棟 3-203",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/S3/S3_SL0004_ja_JP.html
Japanese Language-B(Summer Program),第2,水1,全学講義棟 1-204,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/S3/S3_SL0003_ja_JP.html
Japanese Language-A(Summer Program),第2,水1,全学講義棟 3-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/S3/S3_SL0005_ja_JP.html
算数科概説　第2ターム、小心・特・乳・副2年以上,第2,水2,教育Ａ２１０講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y14011_ja_JP.html
特別支援教育基礎論　第2ターム、教育実習と重なる場合履修不可,第2,水2,教育Ｃ１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y36002_ja_JP.html
生活科概説　第2ターム、小（社・音・図・体）・乳・副2年以上,第2,水2,教育Ａ２１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y44012_ja_JP.html
経済学史　第２ターム,第2,水2,経-B201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A02117_ja_JP.html
微分積分学基礎Ⅱ　月２・水２の週２回授業,第2,水2,全学講義棟 3-101,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_RT1002-1_ja_JP.html
化学基礎　月２・水２の週２回授業,第2,水2,教育Ａ１１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_RT3001-1_ja_JP.html
伝熱工学　月２・水２の週２回授業,第2,水2,工-55,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71230_ja_JP.html
計画数理,第2,水2,遠隔授業,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76290_ja_JP.html
英語Ⅱ(Academic English Skills 2b)　AES 経済S04　第2ターム,第2,水2,全学講義棟 2-501,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12177_ja_JP.html
英語Ⅱ(Academic English Skills 2b)　AES 経済S05　第2ターム,第2,水2,全学講義棟 2-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12178_ja_JP.html
英語Ⅱ(Academic English Skills 2b)　AES 経済S06　第2ターム,第2,水2,全学講義棟 2-502,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12179_ja_JP.html
英語Ⅱ(Academic English Skills 2b)　AES 経済S07　第2ターム,第2,水2,全学講義棟 2-402,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12180_ja_JP.html
英語Ⅱ(Academic English Skills 2b)　AES 経済S08　第2ターム,第2,水2,全学講義棟 1-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12181_ja_JP.html
英語Ⅱ(Academic English Skills 2b)　AES 経済S09+再履生　第2ターム,第2,水2,全学講義棟 2-302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12182_ja_JP.html
AL1（文学を「批判的」に読んでみる）　第２ターム 水２,第2,水2,全学講義棟 2-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ690032_ja_JP.html
英語Ⅰ(Academic Communication Skills 1b)　ACS 第2ターム　月２・水２,第2,水2,全学講義棟 1-305,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11552_ja_JP.html
英語Ⅰ(Academic Essay Writing 1b)　AEW 第2ターム　月２・水２,第2,水2,全学講義棟 2-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11651_ja_JP.html
